"county","state","total_population","males","females","old_85","children","old_65","white_pct","black_pct"
"Sumner","TN",193036,49.1,50.9,1.5,23.6,15.8,84,8
"Tipton","TN",60868,49.3,50.7,0.9,24.5,14.5,76.2,18.4
"Trousdale","TN",11463,62.1,37.9,0.4,18.1,12.2,82.6,10.7
"Unicoi","TN",17891,50.9,49.1,2.5,17,23.6,94.7,0.4
"Union","TN",19597,49.4,50.6,1.4,21.9,17.9,96.3,0.6
"Van Buren","TN",6083,50.9,49.1,1.9,19.2,23.3,95.3,0.1
"Warren","TN",40801,50.2,49.8,1.6,23.7,17.5,88.7,3.1
"Washington","TN",132067,49.2,50.8,2.1,19.2,18.2,89.5,4.1
"Wayne","TN",16350,55.5,44.5,1.8,17.3,19,90.5,5.8
"Weakley","TN",32948,49.5,50.5,2.2,19.3,18.3,87.8,7.9
"White","TN",27134,48.6,51.4,2,22,20.2,94.5,1.8
"Williamson","TN",242386,49.3,50.7,1.1,27,13.3,85.8,4
"Wilson","TN",144748,49.4,50.6,1.2,23.7,15.4,85.1,6.8
"Anderson","TX",58133,61.9,38.1,1.2,19.1,14.5,67.7,20.8
"Andrews","TX",18184,49.8,50.2,0.9,30.9,9.7,74.5,2.2
"Angelina","TX",86584,49.1,50.9,1.6,25.6,16.2,73.8,13.8
"Aransas","TX",24149,51.6,48.4,2.4,19.5,27.3,86.8,0.2
"Archer","TX",8616,50.4,49.6,2.6,22.6,20.2,92.9,0.5
"Armstrong","TX",1980,46.2,53.8,2.2,25.4,23,93.6,0.7
"Atascosa","TX",48684,50,50,1.8,27.3,14.7,76.4,0.4
"Austin","TX",30132,50.4,49.6,1.6,23.8,19.6,75.7,8.9
"Bailey","TX",6968,49.7,50.3,2.2,27.9,13.4,86.7,0.2
"Bandera","TX",20839,49.8,50.2,1.7,17.1,27.3,85.4,1
"Bastrop","TX",94887,51.1,48.9,1,25.6,15,62.2,7.4
"Baylor","TX",3491,47.7,52.3,2.8,23.3,24,85.4,4.1
"Bee","TX",31191,61.7,38.3,1.3,21,12.3,74.1,7.3
"Bell","TX",364703,49.9,50.1,1.2,27.8,10.9,57.8,23.7
"Bexar","TX",1990522,49.6,50.4,1.4,25.6,12.1,64,7.6
"Blanco","TX",11313,49.8,50.2,2.9,17.6,24.8,81.1,0
"Borden","TX",550,43.8,56.2,3.3,33.3,24.9,94.2,0
"Bosque","TX",18275,49.3,50.7,2.6,21.3,24.5,87.2,1.8
"Bowie","TX",92957,50.8,49.2,1.9,23.8,16.4,67.7,25.2
"Brazoria","TX",368575,50.7,49.3,1.3,26.4,11.8,63.6,14.9
"Brazos","TX",231095,50.5,49.5,1.1,20.8,9.4,72.9,11.1
"Brewster","TX",9501,48.4,51.6,2.7,19,23.1,80.7,0.3
"Briscoe","TX",1266,59.3,40.7,1.6,16.6,24.5,85,2.4
"Brooks","TX",7100,48.4,51.6,1.7,24.4,18.9,68.5,1.8
"Brown","TX",38085,49.8,50.2,3.1,21.7,19.8,84.1,3.6
"Burleson","TX",17687,49.7,50.3,1.8,22,20.7,75.6,13.2
"Burnet","TX",48424,49.5,50.5,2,21,22.7,85.4,1.5
"Caldwell","TX",45286,50.7,49.3,1.9,23.6,14.5,69.7,5.2
"Calhoun","TX",20367,51.5,48.5,3.1,24.4,17.7,74.8,2.6
"Callahan","TX",13781,49.8,50.2,2.5,22,20.3,92,1
"Cameron","TX",420554,49,51,1.7,30.3,13.5,73.7,0.6
"Camp","TX",12498,48.3,51.7,1.7,26.5,17.9,69.9,15.6
"Carson","TX",5856,49.5,50.5,3,24.1,20.8,91.8,1
"Cass","TX",28692,48,52,2.7,22.5,21.9,77.5,17.3
"Castro","TX",7450,50.4,49.6,1.6,29.3,15.7,74.6,1.2
"Chambers","TX",45257,50.2,49.8,0.9,28.4,11.6,79.2,7.6
"Cherokee","TX",50564,51.4,48.6,1.8,25.5,17.3,72.4,13.8
"Childress","TX",6784,63.9,36.1,1.4,18,13.6,74.3,8.8
"Clay","TX",10236,50.2,49.8,2.7,20.3,22.2,92.8,0.4
"Cochran","TX",2553,51,49,1.2,27.1,16.2,65.5,6.1
"Coke","TX",3288,47.2,52.8,3.3,21.8,26.6,87.8,1
"Coleman","TX",7848,50.7,49.3,2,20.3,26.4,82.8,2.6
"Collin","TX",1039812,49.6,50.4,0.9,25.9,10.9,62.9,10.1
"Collingsworth","TX",2948,49.9,50.1,2.9,25.7,18.9,69.7,9.3
"Colorado","TX",20559,49.7,50.3,2.9,23.9,21.8,68.3,12.5
"Comal","TX",156257,49.8,50.2,2,22.6,18.1,84.1,2.3
"Comanche","TX",13540,50.1,49.9,2.1,23.1,23.5,80.2,0.5
"Concho","TX",3181,60.6,39.4,3.8,17.1,25.1,85.5,2
"Cooke","TX",41215,49.9,50.1,2,23.9,18.3,86.3,2.8
"Coryell","TX",81692,50.1,49.9,0.9,22.7,10.3,67.3,14.2
"Cottle","TX",1560,48.7,51.3,2.2,28.1,17.9,73.3,7.1
"Crane","TX",4654,53.3,46.7,0.5,30.8,14.3,49.2,1.2
"Crockett","TX",2939,49.7,50.3,1.4,20.8,21.5,47.3,1.6
"Crosby","TX",5265,51.5,48.5,1.2,25.7,18.3,77.4,4.1
"Culberson","TX",2209,54.4,45.6,3,24.7,21.7,71.9,0.1
"Dallam","TX",7135,52.7,47.3,1.4,32.7,10.5,79.1,0
"Dallas","TX",2604722,49.5,50.5,1.2,26.1,10.8,51.8,22.5
"Dawson","TX",12371,55.1,44.9,1.7,26,14.3,63.5,8.4
"DeWitt","TX",19834,52.2,47.8,2.4,22.7,19.4,62.3,8.1
"Deaf Smith","TX",18675,50.1,49.9,1.6,31.3,12.6,76.5,0.8
"Delta","TX",5251,44.3,55.7,2.5,24.1,19.3,83.6,8.5
"Denton","TX",885012,49.4,50.6,0.9,24.5,10.4,68.2,10.3
"Dickens","TX",1569,50.5,49.5,2,20.7,24.9,83.7,2.1
"Dimmit","TX",8840,48.5,51.5,2.2,29,17,60.4,0.2
"Donley","TX",3266,49.8,50.2,1.8,20.3,22.7,87.6,6.8
"Duval","TX",10001,51.5,48.5,2.5,25.8,16.8,82.8,1
"Eastland","TX",17785,49.7,50.3,3,21.9,21.7,88.9,2.2
"Ector","TX",161258,51.1,48.9,1,30.6,9.4,66,4.8
"Edwards","TX",1366,54,46,1.2,16.2,28.2,98.8,0.1
"El Paso","TX",860485,49.6,50.4,1.6,27.1,12.2,59.6,3.2
"Ellis","TX",187984,49.6,50.4,1.2,26.8,12.7,73.8,11.3
"Erath","TX",42288,49,51,1.6,21.1,13.9,86,1.4
"Falls","TX",17074,46.7,53.3,2.3,21.3,18.4,65.4,22.6
"Fannin","TX",35453,53,47,2.3,21.3,18.4,86.2,5.9
"Fayette","TX",24445,49.9,50.1,3.2,20.2,25.3,86.8,6.2
"Fisher","TX",3720,53.5,46.5,2.9,21.6,22.8,83.4,2.1
"Floyd","TX",5478,50,50,4.1,27,18.5,83.3,4.7
"Foard","TX",1087,49.3,50.7,5.3,17.9,34.9,74.8,0.1
"Fort Bend","TX",806497,49.3,50.7,0.9,27.5,11.3,44.8,20.2
"Franklin","TX",10413,50.4,49.6,1.7,24,21.7,83.3,4.8
"Freestone","TX",19478,52.2,47.8,2.4,22.8,19.5,75.5,14.9
"Frio","TX",18428,60.5,39.5,1.5,23.6,12.2,72.2,4.1
"Gaines","TX",21167,51.4,48.6,0.7,36.2,8.6,85,2.2
"Galveston","TX",347084,49.4,50.6,1.5,24.3,14.4,72.3,12.3
"Garza","TX",5734,61.4,38.6,2.7,14,15.9,72,7.3
"Gillespie","TX",26730,48.6,51.4,4,20.3,28.8,88,0.2
"Glasscock","TX",1221,60.4,39.6,0.7,20,11.7,62.3,0
"Goliad","TX",7085,49.9,50.1,3.2,21.2,23,83.2,4.9
"Gonzales","TX",19720,51,49,1.5,27,16.7,65.2,6.8
"Gray","TX",21398,53.8,46.2,1.8,25.4,15.6,80.1,5.1
"Grayson","TX",134205,48.9,51.1,2.3,23.9,17.6,82.4,5.6
"Gregg","TX",123744,48.8,51.2,2,26,15.3,67.4,19.5
"Grimes","TX",28878,54.4,45.6,1.6,22.3,17.7,70.8,14.7
"Guadalupe","TX",169477,49.7,50.3,1.2,25,13.9,69.4,8.6
"Hale","TX",32879,52.5,47.5,2,27.2,13.2,74,4.3
"Hall","TX",2875,49,51,3,22.4,22.6,71.3,5.7
"Hamilton","TX",8211,49.7,50.3,5.1,22.1,24.6,91.9,0.3
"Hansford","TX",5332,52.8,47.2,3,30,16.1,85,0.2
"Hardeman","TX",3567,49.5,50.5,1.7,22,20.1,81.7,1.3
"Hardin","TX",56124,49.1,50.9,1.4,24.8,16.9,88.8,6.1
"Harris","TX",4697957,49.8,50.2,1,26.7,10.6,52,18.9
"Harrison","TX",68674,48.8,51.2,1.8,25.2,17.2,69.4,20
"Hartley","TX",5465,60,40,0.7,21.4,14.4,80.6,7.8
"Haskell","TX",5420,54.8,45.2,2.7,18.4,22.4,81.6,5.4
"Hays","TX",234573,49.9,50.1,1,23.1,11.1,76.6,4
"Hemphill","TX",3450,57,43,3.7,26.8,16.9,77.8,1.6
"Henderson","TX",81717,49.4,50.6,2.2,21.6,22.1,85.4,5.9
"Hidalgo","TX",865677,49.2,50.8,1.2,32.5,11,64.4,0.6
"Hill","TX",35686,50.2,49.8,1.7,23.4,20.2,82.2,6.2
"Hockley","TX",21670,50.3,49.7,2.1,26.3,14.4,77.9,3.3
"Hood","TX",60521,48.6,51.4,2.8,21.1,24.8,91.9,1
"Hopkins","TX",36666,49.3,50.7,1.9,24.7,18.1,82.3,7
"Houston","TX",22288,54.4,45.6,2.8,19.7,21.6,67.6,24.9
"Howard","TX",34620,56.7,43.3,1.5,21.9,12.7,76.8,5.5
"Hudspeth","TX",3322,51.1,48.9,1.9,22.7,14.1,46.7,1.4
"Hunt","TX",98783,49.2,50.8,1.7,24.1,15.8,77.7,7.4
"Hutchinson","TX",20801,51.1,48.9,2.5,25.7,16.8,80.6,2.2
"Irion","TX",1555,52,48,3.5,24.8,17.4,69.9,5.5
"Jack","TX",8494,55.2,44.8,1.3,22,17.3,90.1,4.3
"Jackson","TX",14971,48.4,51.6,2,25.8,18,81.2,7.5
"Jasper","TX",33369,49.4,50.6,2.2,23.9,20.1,75.8,15.5
"Jeff Davis","TX",2021,53.3,46.7,0.9,17.8,36.9,90.9,1.8
"Jefferson","TX",256755,51.4,48.6,1.8,24.3,14.3,51,33.4
"Jim Hogg","TX",4864,50.3,49.7,1.7,31.7,12.9,82.9,0.3
"Jim Wells","TX",39203,49.9,50.1,1.9,27.5,15.5,90.5,0.8
"Johnson","TX",177022,50.2,49.8,0.9,26.1,13.9,85.6,4.4
"Jones","TX",19721,62.8,37.2,2.3,17.4,15.4,69.7,12.3
"Karnes","TX",14823,59.2,40.8,1.6,22.2,14.1,75.1,5.7
"Kaufman","TX",140145,49.5,50.5,1.1,28.2,11.5,71.7,13.6
"Kendall","TX",43842,49.3,50.7,2.3,23.8,18.8,82.9,0.3
"Kenedy","TX",169,58,42,4.7,39.1,29,84.6,0
"Kent","TX",632,53,47,3.3,30.4,33.9,85.1,1.1
"Kerr","TX",52411,48.7,51.3,3.8,19.3,27.2,80.4,1.4
"Kimble","TX",4295,49.7,50.3,2,18.8,28.4,82.6,1
"King","TX",229,49.8,50.2,0,24.9,7.4,88.6,0
"Kinney","TX",3199,60.5,39.5,0.9,15.3,24.9,94.1,0
"Kleberg","TX",31015,49.9,50.1,1.3,24.3,13,68.6,3.1
"Knox","TX",3384,50.1,49.9,3,25.4,18.4,77,6.1
"La Salle","TX",6956,61.6,38.4,0.8,22.7,15,65.2,2.1
"Lamar","TX",49932,48.7,51.3,2.1,24,19,78.6,13.4
"Lamb","TX",13147,50.2,49.8,3,27.9,16.9,80.6,3.4
"Lampasas","TX",21443,50.2,49.8,1.9,21.6,20.2,82.2,3.7
"Lavaca","TX",20287,48.4,51.6,3.3,23.9,23.4,78.3,6
"Lee","TX",17393,48.6,51.4,1.8,21.9,19.5,79.6,11.1
"Leon","TX",15877,49.5,50.5,3.3,23.2,24.2,84.8,6.2
"Liberty","TX",89948,49.6,50.4,0.8,27.3,12.6,71.8,9
"Limestone","TX",22252,51.7,48.3,2.2,22.4,19.2,69.2,16.9
"Lipscomb","TX",3138,45.6,54.4,1.3,30.8,15.9,75.3,1.1
"Live Oak","TX",11378,53.3,46.7,2.3,20.3,19.3,91.7,2.3
"Llano","TX",21246,48.6,51.4,3.5,16.2,36.4,90.2,0.6
"Loving","TX",83,50.6,49.4,12,37.3,31.3,98.8,0
"Lubbock","TX",308580,49.4,50.6,1.4,24,12.4,74.1,7.3
"Lynn","TX",5587,51.9,48.1,2.6,27.6,15.9,76.3,1
"Madison","TX",13579,56.7,43.3,1.5,21.7,15.1,71.3,16.1
"Marion","TX",9748,49.1,50.9,2,18.6,26.3,72.2,22.5
"Martin","TX",5213,51.1,48.9,0.9,32.1,11.6,83.5,0.5
"Mason","TX",3948,49.4,50.6,2.9,22.5,29.5,85.9,0
"Matagorda","TX",36323,50.5,49.5,2,26.2,16.8,62.5,10.1
"Maverick","TX",57769,49.9,50.1,0.8,31.3,11.6,67.3,0.4
"McCulloch","TX",7676,52,48,2.9,22.3,22,79.2,1
"McLennan","TX",258031,49,51,1.8,24.7,14.4,71.9,14.3
"McMullen","TX",729,48.4,51.6,2.6,28,13,83.3,0
"Medina","TX",50458,51.7,48.3,2.3,23.1,16.8,78.5,2.5
"Menard","TX",1981,49.8,50.2,3.3,18.8,34.2,78.7,0.1
"Midland","TX",166964,50.8,49.2,1.5,29,10.1,73.3,6.4
"Milam","TX",24895,49.8,50.2,2.1,23.9,20.7,80.7,9.8
"Mills","TX",4520,49.9,50.1,3.9,19.4,27.3,84.6,0.5
"Mitchell","TX",8903,60.6,39.4,2.3,22.1,15.9,78.2,6.6
"Montague","TX",19850,48.6,51.4,2.2,23.1,21.3,92.4,0.7
"Montgomery","TX",607999,49.7,50.3,1.3,26.3,13.1,78.9,5.4
"Moore","TX",21494,52.4,47.6,1.7,31.9,11.2,69.8,3.9
"Morris","TX",11988,47.2,52.8,2.3,23.4,21.4,69,22.3
"Motley","TX",1269,54.5,45.5,2.1,22,27.4,85.8,1.2
"Nacogdoches","TX",64822,48.2,51.8,1.4,23.4,14.8,69.7,18.4
"Navarro","TX",51908,49.5,50.5,2,26.4,16.8,69.4,11.2
"Newton","TX",12532,52.1,47.9,2.4,21.3,20.8,74.2,20.5
"Nolan","TX",14727,51.4,48.6,2.7,26.1,18.3,80.8,4.9
"Nueces","TX",353594,49.7,50.3,1.7,24.6,14.5,72.3,3.6
"Ochiltree","TX",10063,50.2,49.8,1.8,31.1,10.5,76.4,0.8
"Oldham","TX",2251,60,40,1.6,35.1,12.2,88,4.6
"Orange","TX",85045,49.8,50.2,1.7,25.2,15.6,83.7,8.7
"Palo Pinto","TX",28303,49.2,50.8,2.4,23.6,19.6,87.9,2.5
"Panola","TX",22583,49.5,50.5,2.1,23.4,19.7,78,13.1
"Parker","TX",144803,50.1,49.9,1.3,24.9,15.4,89.4,1.6
"Parmer","TX",9874,51.5,48.5,0.9,28.4,14.5,78.1,1
"Pecos","TX",15202,57.4,42.6,1,24.9,12.6,73.5,3.9
"Polk","TX",49372,54.1,45.9,1.3,20.3,18.5,79.9,9
"Potter","TX",119043,51.7,48.3,1.7,27.5,12.6,72.1,10.2
"Presidio","TX",6328,51,49,1.1,26.8,21.4,69.6,0
"Rains","TX",12013,50.2,49.8,1.4,19.2,23.8,92.1,2.8
"Randall","TX",139176,49.4,50.6,1.5,24.2,15.1,83.7,3.3
"Reagan","TX",3363,55.8,44.2,0.9,32.1,9.9,50.9,2.5
"Real","TX",2852,46,54,3,23.4,32.2,95.8,1.4
"Red River","TX",11685,47.7,52.3,1.2,20.2,24.7,78.4,14.7
"Reeves","TX",14584,61.7,38.3,2.1,22.8,12.2,68,2.2
"Refugio","TX",6822,48.9,51.1,2.9,23.1,22.3,76.1,7
"Roberts","TX",724,53.9,46.1,5.4,17.4,24.6,95.9,0
"Robertson","TX",16839,49.7,50.3,3.4,24,19.9,70.5,20.5
"Rockwall","TX",105227,49.7,50.3,1.2,27,12.2,77.4,7.2
"Runnels","TX",9887,49.8,50.2,2.5,23.8,20.7,84.2,2.7
"Rusk","TX",52542,54,46,2.1,22.4,16.3,73.1,16.4
"Sabine","TX",9974,48.7,51.3,3,18.5,30.2,88.2,5.5
"San Augustine","TX",7964,49.2,50.8,3.1,20,27.5,71.7,22.4
"San Jacinto","TX",27380,49.7,50.3,2,21.6,21.7,78.2,9.5
"San Patricio","TX",68600,50.9,49.1,1.6,26.8,14.8,80.9,2
"San Saba","TX",5775,52.2,47.8,3.2,20.1,23.5,81.6,1.8
"Schleicher","TX",2547,50.5,49.5,2,25.4,22.7,62.8,1.2
"Scurry","TX",16985,55.4,44.6,1.3,24.7,15,79.2,4.3
"Shackelford","TX",3145,50.7,49.3,2.9,23.2,19.8,93.2,0.2
"Shelby","TX",24254,49.8,50.2,1.6,26.5,17.3,73,18.6
"Sherman","TX",2357,47.5,52.5,1.8,21,16.5,79.1,0.1
"Smith","TX",231429,48.5,51.5,1.9,24.6,16.5,74.2,17
"Somervell","TX",9170,49.7,50.3,3,22,18.8,82.4,2.1
"Starr","TX",65568,49.1,50.9,1.8,33,11.4,70.7,0.1
"Stephens","TX",9142,53,47,2.8,23.1,19.2,85,3.2
"Sterling","TX",1391,52.7,47.3,1.5,36,11.6,76.9,0.1
"Stonewall","TX",1358,46.5,53.5,3.6,32.1,18.9,92,1
"Sutton","TX",3417,52,48,2.2,30.6,16.9,53.6,0.1
"Swisher","TX",7055,56,44,3,25.1,18.3,79.9,8.1
"Tarrant","TX",2091953,49.1,50.9,1.2,26.3,11.4,59.5,17
"Taylor","TX",141739,48.9,51.1,1.8,25,14.4,73.7,7.8
"Terrell","TX",979,51.3,48.7,1.2,15.3,29.1,88.5,1.4
"Terry","TX",11937,54.9,45.1,1.9,27.8,14.8,75.6,2.1
"Throckmorton","TX",1426,48.7,51.3,1.5,19.9,25.1,92.4,0.4
"Titus","TX",31327,49.3,50.7,1.6,29.2,14,67.1,9.5
"Tom Green","TX",119048,50.2,49.8,2.1,24,15.4,77,4
"Travis","TX",1267795,50.7,49.3,1,21.4,10,66.2,8.3
"Trinity","TX",13695,48.8,51.2,2.5,20.2,25.9,83.9,8.5
"Tyler","TX",20032,54.7,45.3,2.3,19.4,21.8,83.6,10.3
"Upshur","TX",40781,49.4,50.6,1.5,24.1,18.1,84.8,8.1
"Upton","TX",3340,49.5,50.5,1.8,26.6,14.8,42.7,3.8
"Uvalde","TX",24918,49.8,50.2,1.7,27,16.2,84.4,1.1
"Val Verde","TX",47767,51.2,48.8,1.9,28.6,13.9,78.6,1.2
"Van Zandt","TX",58782,49.1,50.9,1.9,23.1,20.1,91.6,2.9
"Victoria","TX",91280,49.4,50.6,1.7,25.5,16,75.3,5.8
"Walker","TX",76506,58.5,41.5,1.8,14.8,13.2,68.2,22.9
"Waller","TX",55505,49.9,50.1,0.8,24.4,11.7,54.3,23.7
"Ward","TX",11375,49.7,50.3,1.4,29.4,13.6,80.6,3.7
"Washington","TX",35561,48.7,51.3,3.2,21.8,21.6,74.7,17
"Webb","TX",266963,49.4,50.6,1.3,32.7,9.4,68.3,0.4
"Wharton","TX",41602,49.7,50.3,2.3,26.3,16.9,73.7,13.2
"Wheeler","TX",5091,52.3,47.7,2.3,25.2,19.7,86,1.8
"Wichita","TX",129419,52,48,1.6,22.8,14.6,75.5,10.3
"Wilbarger","TX",12887,48.4,51.6,1.5,22.9,17.8,71.8,7.7
"Willacy","TX",20423,55.5,44.5,1.9,23.8,13.8,79.5,0.6
"Williamson","TX",591759,49.6,50.4,1.2,25.4,12.2,71.9,6.5
"Wilson","TX",49374,50.3,49.7,1.5,24.1,15.8,82.8,1.5
"Winkler","TX",7629,50.6,49.4,0.5,29.4,12,75.6,1.9
"Wise","TX",67877,50.4,49.6,1.5,24.9,15,88.3,1.4
"Wood","TX",44615,49.9,50.1,3,19.1,26.5,86.6,4.7
"Yoakum","TX",7707,47.7,52.3,2.3,32.7,9,74.3,1.3
"Young","TX",17894,49.3,50.7,3,24.4,20.4,91.6,1.3
"Zapata","TX",13945,49.7,50.3,1.6,33.4,13.3,68.4,0
"Zavala","TX",9900,52.6,47.4,2.2,29.2,14.8,74.7,0.4
"Beaver","UT",6962,51.5,48.5,1.5,33.4,14.2,90.8,0.2
"Box Elder","UT",56891,51.2,48.8,1.3,31.5,12.6,91.4,0.5
"Cache","UT",131703,50.3,49.7,1.2,30.3,9.5,88.7,0.6
"Carbon","UT",20208,50.3,49.7,1.6,26.3,17.8,90.4,1.4
"Daggett","UT",564,54.1,45.9,0,33.2,16.8,92.4,0.2
"Davis","UT",358831,50.7,49.3,1,31.9,10.1,88.2,1.2
"Duchesne","UT",19651,50.5,49.5,1.3,33.6,11.9,88.8,0.2
"Emery","UT",9839,51.2,48.8,1.4,28.8,17.1,96.5,0.1
"Garfield","UT",5061,51.3,48.7,2.9,23.6,22.9,92.5,0.1
"Grand","UT",9630,50.2,49.8,1.8,19.5,20.4,90.2,0
"Iron","UT",55839,50.1,49.9,1,28.6,12.9,90,0.7
"Juab","UT",11648,51.6,48.4,1.7,34.5,12.4,91.9,0.2
"Kane","UT",7635,51.3,48.7,1.4,21.6,22.4,91.3,0.3
"Millard","UT",12860,51.2,48.8,2.9,31.5,17,86.5,0.3
"Morgan","UT",12162,52.2,47.8,0.9,35.2,11.7,94.9,0.7
"Piute","UT",1809,51.5,48.5,2.6,17.7,28.8,94.5,0.3
"Rich","UT",2507,54.2,45.8,1.3,33.2,18.2,90,0
"Salt Lake","UT",1173331,50.4,49.6,1.1,26.9,11,76,1.9
"San Juan","UT",14610,49.5,50.5,1.5,29.8,14.4,48.1,0.3
"Sanpete","UT",28458,52.7,47.3,1,25.3,13.8,87,0.9
"Sevier","UT",21471,51.6,48.4,1.5,29.2,16.4,93.4,0.6
"Summit","UT",42156,51.7,48.3,0.7,24.1,13,88.9,0.7
"Tooele","UT",71340,50.8,49.2,0.7,32.3,8.8,87.7,0.9
"Uintah","UT",35488,50.7,49.3,1,32.6,10.8,85.4,0.5
"Utah","UT",648265,50.7,49.3,0.7,33.2,7.6,88.2,0.7
"Wasatch","UT",34028,50.8,49.2,0.8,31,11.8,91.3,0.5
"Washington","UT",176533,49.6,50.4,2.6,25.8,21.4,89.2,0.7
"Wayne","UT",2500,51.6,48.4,1.2,23.5,22.7,97.7,0
"Weber","UT",259390,50.5,49.5,1.1,28,11.6,85.9,1.1
"Accomack","VA",33388,48.7,51.3,2.6,20.8,24.1,64.5,28.5
"Albemarle","VA",111438,47.9,52.1,2.2,20.1,18.7,79.9,8.8
"Alexandria city","VA",158185,48.4,51.6,1.3,18.4,11.8,58.8,21.6
"Alleghany","VA",15266,49.5,50.5,3.2,19.1,24.1,92.7,5.5
"Amelia","VA",13220,49.4,50.6,2.6,21.3,19.3,75.5,22.1
"Amherst","VA",31381,48.3,51.7,2.1,19.6,20.7,75.8,18.6
"Appomattox","VA",16039,48.5,51.5,2,21.8,20.3,77.7,18.3
"Arlington","VA",235764,50.3,49.7,1.3,18.2,10.8,67.2,9.4
"Augusta","VA",76948,51.2,48.8,2.4,19.2,21.1,91.6,4.4
"Bath","VA",4243,50.7,49.3,3.5,14.1,28.4,95.6,3.7
"Bedford","VA",79183,49.4,50.6,2.1,20,21.5,88.1,6.2
"Bland","VA",6278,57.5,42.5,3.1,15.8,23.2,94.1,4.6
"Botetourt","VA",33542,49.7,50.3,2.3,19.2,22.4,93,2.6
"Bristol city","VA",16996,47.4,52.6,3.1,19.9,22.1,88.4,6
"Brunswick","VA",16044,53.8,46.2,2.2,16.5,21,41,55.2
"Buchanan","VA",20615,50.3,49.7,2.5,17.1,22.1,94.7,2.3
"Buckingham","VA",16832,55.2,44.8,2.2,18.1,19.4,61.6,32.9
"Buena Vista city","VA",6649,45.6,54.4,2,20.5,18.3,87.9,7.5
"Campbell","VA",55656,48.7,51.3,2.6,20.2,19.9,80,14.2
"Caroline","VA",30861,49.5,50.5,1,22.2,16.1,65.1,25.5
"Carroll","VA",29123,50.9,49.1,2.5,18.3,24.4,95.5,0.7
"Charles City","VA",6817,50.1,49.9,1.9,15.1,25,44.2,44.3
"Charlotte","VA",11605,50.8,49.2,1.8,22.1,21.9,70,26.8
"Charlottesville city","VA",46597,48.2,51.8,1.3,15.7,12,69.7,18
"Chesapeake city","VA",247172,49.2,50.8,1.2,24.4,13.3,58.3,29.6
"Chesterfield","VA",359798,48.4,51.6,1.4,23.9,15,63.7,23.4
"Clarke","VA",14726,49.8,50.2,2.6,19.5,20.9,89,4.8
"Colonial Heights city","VA",18127,46,54,3.2,23.3,18.8,73.2,17
"Covington city","VA",5716,47.7,52.3,1.5,22.3,19.2,81.8,12.1
"Craig","VA",4914,48.2,51.8,3.1,22.1,23.2,96.2,0
"Culpeper","VA",52021,49.9,50.1,1.4,24.6,15.4,72.2,13.5
"Cumberland","VA",9669,50.4,49.6,4.1,19.7,22.3,63.6,30.5
"Danville city","VA",42556,46.4,53.6,3.1,22.1,20.3,43.4,49.3
"Dickenson","VA",14256,51.1,48.9,2.3,19.4,22.5,98,0.8
"Dinwiddie","VA",28040,50,50,0.9,20.9,17.5,64.5,31.5
"Emporia city","VA",5761,46.7,53.3,2.2,28.7,16.6,21.5,63.5
"Essex","VA",10621,46.1,53.9,3.1,18.8,23,55.7,38.2
"Fairfax","VA",1146825,49.9,50.1,1.4,23.5,13.6,56.6,9.8
"Fairfax city","VA",23980,48.8,51.2,2,22.4,14.8,63.2,5.4
"Falls Church city","VA",14494,49.9,50.1,1.4,24.5,13.2,76.4,4.7
"Fauquier","VA",72416,49.6,50.4,1.5,23.4,16.4,84.3,6.9
"Floyd","VA",15536,48.5,51.5,3,18.9,23.6,94.3,2.8
"Fluvanna","VA",27078,46.8,53.2,2,20,19.9,78.5,14.4
"Franklin","VA",54829,49.4,50.6,2.2,19.1,23.5,88.3,7.7
"Franklin city","VA",8249,47,53,2.8,25.7,19.9,37.9,53.3
"Frederick","VA",90287,50.2,49.8,2.1,23,17.4,87.8,4
"Fredericksburg city","VA",28027,46.1,53.9,1.2,20.9,11,61.9,20.7
"Galax city","VA",6681,46.1,53.9,2.8,23.9,18,81.9,7.2
"Giles","VA",16764,49,51,2.8,20.4,21.2,95.7,1.9
"Gloucester","VA",38586,49.5,50.5,2,20.2,19.3,85.4,8.6
"Goochland","VA",24300,50.2,49.8,1.8,17.6,22.6,79,15.3
"Grayson","VA",15418,51.2,48.8,2,16.5,24.7,92.2,4.9
"Greene","VA",20374,48.2,51.8,1.5,23.9,17.9,81.3,6.3
"Greensville","VA",11465,62.6,37.4,1.5,15.5,15.2,37,55.5
"Halifax","VA",34228,48.2,51.8,2.7,20.4,24.2,60.7,35
"Hampton city","VA",136748,48.3,51.7,1.7,21.4,15.3,39.4,49.4
"Hanover","VA",109232,49.5,50.5,2,22,17.9,84.1,8.7
"Harrisonburg city","VA",52062,48.7,51.3,1.2,16.5,9,73.2,7.2
"Henrico","VA",331924,47.7,52.3,2.1,22.7,15.5,53.6,29.6
"Henry","VA",51077,47.8,52.2,2.9,19.6,23.8,71.8,22.8
"Highland","VA",2229,47.4,52.6,5,13.5,33.4,92.3,0
"Hopewell city","VA",23020,46.9,53.1,1.8,25.8,14.6,47.4,44.3
"Isle of Wight","VA",38301,49.7,50.3,1.7,21.2,18.9,71.2,22.6
"James City","VA",77733,48.3,51.7,2.8,20.1,25.2,78.1,12.7
"King George","VA",26597,50.7,49.3,1.6,24.9,13.1,75.2,16.7
